job_link,job_title,comp_name,location,expire_date,update_date,industry,staff_type,salary,exp,job_level
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-va-quan-tri-dich-vu-tai-chinh-k-cntt.35BEEC2E.html,Chuyên viên phân tích và quản trị dịch vụ tài chính - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Hạn nộp: 30-11-2023,['14-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/senior-developer.35BEF844.html,Senior Developer,Công Ty Cổ Phần Vacxin Việt Nam,Hồ Chí Minh,Hạn nộp: 31-12-2023,['14-11-2023'],CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/business-analyst-lead-mid-senior.35BE09A6.html,Business Analyst Lead (Mid/senior),Công ty Cổ phần Công nghệ ITG,Hà Nội,Hạn nộp: 16-12-2023,['17-11-2023'],"Tư vấn, Kế toán / Kiểm toán, CNTT - Phần mềm",Nhân viên chính thức,Lên đến30 Tr VND,Trên3 Năm,Trưởng nhóm / Giám sát
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tich-hop-du-lieu-intergration-engineering.35BDBCA3.html,Chuyên viên tích hợp dữ liệu (Intergration Engineering),Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Hạn nộp: 06-12-2023,['07-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,2 - 4 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-tich-hop-du-an-nang-cap-corebanking.35BDF3F8.html,Chuyên viên phát triển Tích hợp - Dự án nâng cấp CoreBanking,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Hạn nộp: 05-12-2023,['06-11-2023'],"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên1 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-va-quan-tri-dich-vu-tai-chinh-k-cntt.35BDBCB7.html,Chuyên viên phân tích và quản trị dịch vụ tài chính - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Hạn nộp: 06-12-2023,['07-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/associate-software-engineer-oracle-sql.35BEEE43.html,"Associate Software Engineer (Oracle, SQL)",Công Ty Cổ Phần VNG,Hồ Chí Minh,Hạn nộp: 21-12-2023,['15-11-2023'],CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-san-pham-tien-trai-phieu.35BDBB97.html,Chuyên Viên Phát Triển Sản Phẩm Tiền & Trái Phiếu,CÔNG TY CỔ PHẦN CHỨNG KHOÁN HD,Hồ Chí Minh,Hạn nộp: 05-12-2023,['06-11-2023'],"Ngân hàng, Chứng khoán, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/it-chuyen-gia-co-so-du-lieu.35BDB144.html,IT - Chuyên Gia Cơ sở dữ liệu,Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,Hạn nộp: 28-11-2023,['30-10-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên5 Năm,Trưởng nhóm / Giám sát
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-it-helpdesk-tai-kcn-quang-minh-ha-noi-co-xe-dua-don-700-800.35BDD8A0.html,NHÂN VIÊN IT HELPDESK TẠI KCN QUANG MINH - HÀ NỘI CÓ XE ĐƯA ĐÓN ( 700-800$),Công Ty TNHH OS POWER Việt Nam,Hà Nội,Cơ hội ứng tuyển chỉ còn: 1 ngày,['22-10-2023'],"Biên phiên dịch, Bưu chính viễn thông, CNTT - Phần mềm",Nhân viên chính thức,700 - 800 USD,1 - 2 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-it-cong-ty-nhat-tai-kcn-thang-long-ha-noi-15-17mil.35BDBE4A.html,NHÂN VIÊN IT CÔNG TY NHẬT TẠI KCN THĂNG LONG - HÀ NỘI ( 15-17MIL),Công Ty TNHH OS POWER Việt Nam,Hà Nội,Hạn nộp: 06-12-2023,['07-11-2023'],"Bưu chính viễn thông, CNTT - Phần mềm, Cơ khí / Ô tô / Tự động hóa",Nhân viên chính thức,15 Tr - 17 Tr VND,1 - 2 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-ha-tang-mang.35BDEAFC.html,Trưởng Phòng Hạ Tầng Mạng,Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,Hạn nộp: 01-12-2023,['02-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm",Nhân viên chính thức,50 Tr - 80 Tr VND,1 - 3 Năm,Quản lý
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-va-tich-hop-du-lieu-intergration-engineering.35BDFE60.html,Chuyên viên cao cấp phân tích và tích hợp dữ liệu (Intergration Engineering),Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Hạn nộp: 10-12-2023,['11-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Nhân sự",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-va-tich-hop-du-lieu-intergration-engineering.35BEEC2C.html,Chuyên viên cao cấp phân tích và tích hợp dữ liệu (Intergration Engineering),Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Hạn nộp: 30-11-2023,['14-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Nhân sự",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/ho-giam-doc-xay-dung-mo-hinh-dinh-luong.35BE153E.html,HO - Giám Đốc Xây Dựng Mô Hình & Định Lượng,ACB - Ngân Hàng TMCP Á Châu,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 4 ngày,['16-11-2023'],Ngân hàng,Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/cv-cvc-cvcc-thong-tin-quan-tri-fm-cb-va-ib-mis-2.35BDCEF0.html,"CV/CVC/CVCC Thông tin Quản trị FM, CB và IB (MIS 2)",Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Hạn nộp: 15-12-2023,['16-11-2023'],"CNTT - Phần mềm, Ngân hàng, Thống kê",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-lap-trinh-java-msb-it-bu-dxd-1m406.35BE19F1.html,Chuyên viên cao cấp Lập trình Java - MSB IT BU - DXD - 1M406,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,Hạn nộp: 30-11-2023,['18-11-2023'],"Ngân hàng, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,4 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-va-tich-hop-du-lieu-intergration-engineering.35BDBCB2.html,Chuyên viên cao cấp phân tích và tích hợp dữ liệu (Intergration Engineering),Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Hạn nộp: 06-12-2023,['07-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Nhân sự",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/head-of-intergrated-data-governance-department-ha-noi-ta003.35BDFB2B.html,Head of Intergrated Data Governance Department - Hà Nội - TA003,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 09-12-2023,['10-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,8 - 10 Năm,Quản lý
https://careerbuilder.vn/vi/tim-viec-lam/cv-cvc-quan-tri-va-kiem-dinh-mo-hinh-phong-qtrr-tich-hop-ha-noi-ta107.35BEE38A.html,CV/CVC Quản Trị Và Kiểm Định Mô Hình - Phòng QTRR Tích Hợp - Hà Nội - TA107,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 30-11-2023,['16-11-2023'],"Ngân hàng, Kế toán / Kiểm toán, Quản lý điều hành",Nhân viên chính thức,Cạnh tranh,Trên1 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-expert.35BDB3F8.html,Data Engineer Expert,Công ty Tài Chính Cổ Phần Tín Việt,Hồ Chí Minh,Hạn nộp: 29-11-2023,['31-10-2023'],CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Quản lý
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ha-tang.35BDBE83.html,NHÂN VIÊN HẠ TẦNG,Tổng Công ty Đối Tác Chân Thật,Hồ Chí Minh,Hạn nộp: 06-12-2023,['07-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ha-tang.35BDCBA7.html,NHÂN VIÊN HẠ TẦNG,Tổng Công ty Đối Tác Chân Thật,Hồ Chí Minh,Hạn nộp: 13-12-2023,['14-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/senior-software-engineer.35BDAE5B.html,Senior Software engineer,Công Ty TNHH JAC Recruitment Vietnam,Hà Nội,Hạn nộp: 26-11-2023,['28-10-2023'],CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,7 - 15 Năm,Trưởng nhóm / Giám sát
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-scientist-ii-zalopay-data-platform.35BDF034.html,"Senior Data Scientist II (ZaloPay, Data Platform)",Công Ty Cổ Phần VNG,Hồ Chí Minh,Hạn nộp: 03-12-2023,['04-11-2023'],CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,3 - 8 Năm,Trưởng nhóm / Giám sát
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-danh-muc-rui-ro-risk-porfolio-specialist.35BEDEF9.html,(Chuyên Viên Quản Lý Danh Mục Rủi Ro) Risk Porfolio Specialist,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN SỐ (ứng dụng MFAST),Hồ Chí Minh,Hạn nộp: 31-12-2023,['14-11-2023'],Tài chính / Đầu tư,Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/fp-a-director.35BF003B.html,"FP&A Director
                                                                (Mới)",Coca-Cola,Hồ Chí Minh,Hạn nộp: 17-12-2023,['17-11-2023'],"Kế toán / Kiểm toán, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,5 - 20 Năm,Giám đốc
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-ha-noi-ta083.35BEE2AB.html,Data Engineer - Hà Nội - TA083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 30-11-2023,['16-11-2023'],"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/ho-hn-chuyen-vien-quan-ly-ung-dung-ngoai-core-banking-devops-khoi-cnnh.35BE0BF8.html,[HO HN] Chuyên viên Quản lý Ứng dụng ngoài Core Banking (DevOps) - Khối CNNH,ABBANK - Ngân Hàng TMCP An Bình,Hà Nội,Hạn nộp: 17-12-2023,['18-11-2023'],"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên2 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/ai-researcher.35BDE839.html,AI Researcher,CÔNG TY TNHH CÔNG NGHỆ ASILLA VIỆT NAM,Hà Nội,Hạn nộp: 28-11-2023,['30-10-2023'],CNTT - Phần mềm,Nhân viên chính thức,"Lên đến2,500 USD",1 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/it-audit-manager.35BDB2A5.html,IT Audit Manager,Central Retail in Vietnam,Hồ Chí Minh,Hạn nộp: 28-11-2023,['30-10-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-du-lieu-tai-chinh-ha-noi-ta119.35BDAE7C.html,Chuyên Gia Quản trị Dữ liệu Tài chính - Hà Nội - TA119,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 26-11-2023,['28-10-2023'],"Ngân hàng, Kế toán / Kiểm toán, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,7 - 9 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-du-lieu-ha-noi-ta125.35BDB048.html,Chuyên Gia Quản Trị Dữ Liệu - Hà Nội - TA125,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 27-11-2023,['29-10-2023'],"Chứng khoán, Kế toán / Kiểm toán, Ngân hàng",Nhân viên chính thức,Cạnh tranh,6 - 10 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-tu-van-trien-khai-sap.35BE18B2.html,Trưởng Phòng Tư Vấn Triển Khai SAP,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Hà Nội,Cơ hội ứng tuyển chỉ còn: 5 ngày,['15-11-2023'],"Bán hàng / Kinh doanh, Tư vấn, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,Trên4 Năm,Trưởng nhóm / Giám sát
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-ung-dung-backend-bac-a-bank-khoi-ngan-hang-so.35BDA774.html,Chuyên viên Phát triển ứng dụng (Backend) - [BAC A BANK - Khối Ngân hàng Số],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,Hà Nội,Cơ hội ứng tuyển chỉ còn: 3 ngày,['24-10-2023'],"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,3 - 7 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/khoi-cntt-chuyen-vien-ban-tich-hop-du-lieu-va-bao-cao.35BE1966.html,Khối CNTT - Chuyên Viên Ban Tích Hợp Dữ Liệu và Báo cáo,LPBank,Hồ Chí Minh,Hạn nộp: 31-12-2023,['15-11-2023'],"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/giam-doc-phan-tich-va-bao-cao-rui-ro-qlrr-msb-1y513.35BE1AB0.html,Giám đốc Phân tích và báo cáo rủi ro - QLRR - MSB - 1Y513,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,Hạn nộp: 30-11-2023,['15-11-2023'],"Ngân hàng, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Giám đốc
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-gia-khoa-hoc-du-lieu-msb-df-dxa-1m412.35BEFD91.html,Chuyên gia Khoa học Dữ liệu - MSB DF - DXA - 1M412,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,Hạn nộp: 30-12-2023,['16-11-2023'],"Ngân hàng, CNTT - Phần mềm",Nhân viên chính thức,Lên đến60 Tr VND,2 - 3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/head-of-customer-360-department-ha-noi-ta003.35BDFB33.html,Head of Customer 360 Department - Hà Nội - TA003,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 09-12-2023,['10-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,8 - 10 Năm,Quản lý
https://careerbuilder.vn/vi/tim-viec-lam/java-developer-social-platform.35BEF8AD.html,"Java Developer, Social platform",Công ty Cổ phần Dịch vụ Di Động Trực tuyến (Ví MoMo),Hà Nội,Hạn nộp: 13-12-2023,['15-11-2023'],CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/it-back-end-developer-java-digital-banking.35BDE739.html,IT - Back End Developer (Java) - Digital banking,Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,Hạn nộp: 28-11-2023,['30-10-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên3 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/hcm-junior-middle-java-fullstack-developer.35BDC662.html,HCM - Junior/Middle Java Fullstack Developer,TECHCOMBANK,"Hà Nội, Hồ Chí Minh",Hạn nộp: 11-12-2023,['12-11-2023'],"Ngân hàng, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 4 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/manager-technology-governance-data-privacy.35BDC8F0.html,Manager – Technology Governance & Data Privacy,Công Ty Cổ Phần GreenFeed Việt Nam,Hồ Chí Minh,Hạn nộp: 12-12-2023,['13-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng, Luật / Pháp lý",Nhân viên chính thức,Cạnh tranh,5 - 10 Năm,Trưởng nhóm / Giám sát
https://careerbuilder.vn/vi/tim-viec-lam/general-accountant-english-required.35BDCF56.html,General Accountant (English Required),CÔNG TY TNHH THAI CORP INTERNATIONAL (VIỆT NAM),Hồ Chí Minh,Hạn nộp: 15-12-2023,['16-11-2023'],"Bán lẻ / Bán sỉ, Thực phẩm & Đồ uống, Sản xuất / Vận hành sản xuất",Nhân viên chính thức,15 Tr - 20 Tr VND,3 - 5 Năm,Nhân viên
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xu-ly-du-lieu.35BEDC75.html,Nhân viên xử lý dữ liệu,Kompa Technology,Hồ Chí Minh,,['31-10-2023'],"Tiếp thị / Marketing, Mới tốt nghiệp / Thực tập",Nhân viên chính thức,Cạnh tranh,nan,Mới tốt nghiệp
https://careerbuilder.vn/vi/tim-viec-lam/crm-intern.35BEDE61.html,CRM Intern,SANOFI VIETNAM,Hồ Chí Minh,,['01-11-2023'],"Dược phẩm, Y tế / Chăm sóc sức khỏe",Thực tập,4 Tr - 8 Tr VND,nan,Sinh viên/ Thực tập sinh
https://careerbuilder.vn/vi/tim-viec-lam/cong-tac-vien-bao-cao-va-phan-tich-kinh-doanh-khoi-ngan-hang-doanh-nghiep.35BF001E.html,"Cộng tác viên báo cáo và phân tích kinh doanh - Khối Ngân hàng Doanh nghiệp
                                             (Mới)",Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Hạn nộp: 17-12-2023,['17-11-2023'],"Kế toán / Kiểm toán, Ngân hàng, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,nan,Mới tốt nghiệp
https://careerbuilder.vn/vi/tim-viec-lam/marketing-intern-thuc-tap-sinh-marketing.35BEE0F6.html,Marketing Intern ( Thực Tập Sinh Marketing),CÔNG TY TNHH HÀNH TRÌNH EXOTIC,Hà Nội,,['01-11-2023'],"Quảng cáo / Đối ngoại / Truyền Thông, Mới tốt nghiệp / Thực tập, Tiếp thị / Marketing","Nhân viên chính thức, Bán thời gian, Thời vụ/ Nghề tự do, Thực tập",3 Tr - 5 Tr VND,nan,Sinh viên/ Thực tập sinh
